State/UT,DropoutRate,Year,Level,Gender,StartYear
Jharkhand,13.0,2015-2016,Secondary,Boys,2015
Karnataka,10.7,2015-2016,Secondary,Boys,2015
Kerala,17.7,2015-2016,Secondary,Boys,2015
Ladakh,12.9,2015-2016,Secondary,Boys,2015
Lakshadweep,11.3,2015-2016,Secondary,Boys,2015
Madhya Pradesh,16.1,2015-2016,Secondary,Boys,2015
Maharashtra,17.7,2015-2016,Secondary,Boys,2015
Manipur,14.3,2015-2016,Secondary,Boys,2015
Meghalaya,8.6,2015-2016,Secondary,Boys,2015
Mizoram,12.4,2015-2016,Secondary,Boys,2015
Nagaland,12.6,2015-2016,Secondary,Boys,2015
Odisha,9.6,2015-2016,Secondary,Boys,2015
Puducherry,13.8,2015-2016,Secondary,Boys,2015
Punjab,11.7,2015-2016,Secondary,Boys,2015
Rajasthan,11.2,2015-2016,Secondary,Boys,2015
Sikkim,11.9,2015-2016,Secondary,Boys,2015
Tamil Nadu,18.2,2015-2016,Secondary,Boys,2015
Telangana,17.1,2015-2016,Secondary,Boys,2015
Tripura,14.5,2015-2016,Secondary,Boys,2015
Uttar Pradesh,12.2,2015-2016,Secondary,Boys,2015
Uttarakhand,19.1,2015-2016,Secondary,Boys,2015
West Bengal,8.6,2015-2016,Secondary,Boys,2015
All India,15.4,2015-2016,Secondary,Boys,2015
Andaman and Nicobar Islands,12.6,2015-2016,Secondary,Girls,2015
Andhra Pradesh,13.7,2015-2016,Secondary,Girls,2015
Arunachal Pradesh,19.5,2015-2016,Secondary,Girls,2015
Assam,16.4,2015-2016,Secondary,Girls,2015
Bihar,13.0,2015-2016,Secondary,Girls,2015
Chandigarh,18.7,2015-2016,Secondary,Girls,2015
Chhattisgarh,13.2,2015-2016,Secondary,Girls,2015
Dadra and Nagar Haveli,18.2,2015-2016,Secondary,Girls,2015
Daman and Diu,9.2,2015-2016,Secondary,Girls,2015
Delhi,21.3,2015-2016,Secondary,Girls,2015
Goa,8.6,2015-2016,Secondary,Girls,2015
Gujarat,17.0,2015-2016,Secondary,Girls,2015
Haryana,8.4,2015-2016,Secondary,Girls,2015
Himachal Pradesh,12.2,2015-2016,Secondary,Girls,2015
Jammu and Kashmir,16.5,2015-2016,Secondary,Girls,2015
Jharkhand,14.8,2015-2016,Secondary,Girls,2015
Karnataka,8.9,2015-2016,Secondary,Girls,2015
Kerala,12.7,2015-2016,Secondary,Girls,2015
Ladakh,10.4,2015-2016,Secondary,Girls,2015
Lakshadweep,10.3,2015-2016,Secondary,Girls,2015
Madhya Pradesh,17.9,2015-2016,Secondary,Girls,2015
Maharashtra,7.7,2015-2016,Secondary,Girls,2015
Manipur,10.8,2015-2016,Secondary,Girls,2015
Meghalaya,12.5,2015-2016,Secondary,Girls,2015
Mizoram,10.6,2015-2016,Secondary,Girls,2015
Nagaland,10.3,2015-2016,Secondary,Girls,2015
Odisha,13.6,2015-2016,Secondary,Girls,2015
Puducherry,10.1,2015-2016,Secondary,Girls,2015
Punjab,10.7,2015-2016,Secondary,Girls,2015
Rajasthan,14.3,2015-2016,Secondary,Girls,2015
Sikkim,19.0,2015-2016,Secondary,Girls,2015
Tamil Nadu,10.4,2015-2016,Secondary,Girls,2015
Telangana,18.1,2015-2016,Secondary,Girls,2015
Tripura,7.6,2015-2016,Secondary,Girls,2015
Uttar Pradesh,11.3,2015-2016,Secondary,Girls,2015
Uttarakhand,11.0,2015-2016,Secondary,Girls,2015
West Bengal,14.9,2015-2016,Secondary,Girls,2015
All India,7.9,2015-2016,Secondary,Girls,2015
Andaman and Nicobar Islands,5.3,2016-2017,Elementary,Boys,2016
Andhra Pradesh,6.1,2016-2017,Elementary,Boys,2016
Arunachal Pradesh,3.9,2016-2017,Elementary,Boys,2016
Assam,2.0,2016-2017,Elementary,Boys,2016
Bihar,3.4,2016-2017,Elementary,Boys,2016
Chandigarh,1.1,2016-2017,Elementary,Boys,2016
Chhattisgarh,3.8,2016-2017,Elementary,Boys,2016
Dadra and Nagar Haveli,1.7,2016-2017,Elementary,Boys,2016
Daman and Diu,3.0,2016-2017,Elementary,Boys,2016
Delhi,3.6,2016-2017,Elementary,Boys,2016
Goa,0.4,2016-2017,Elementary,Boys,2016
Gujarat,3.6,2016-2017,Elementary,Boys,2016
Haryana,3.2,2016-2017,Elementary,Boys,2016
Himachal Pradesh,5.5,2016-2017,Elementary,Boys,2016
Jammu and Kashmir,4.2,2016-2017,Elementary,Boys,2016
Jharkhand,3.5,2016-2017,Elementary,Boys,2016
Karnataka,4.4,2016-2017,Elementary,Boys,2016
Kerala,1.3,2016-2017,Elementary,Boys,2016
Ladakh,6.1,2016-2017,Elementary,Boys,2016
Lakshadweep,3.4,2016-2017,Elementary,Boys,2016
Madhya Pradesh,4.0,2016-2017,Elementary,Boys,2016
Maharashtra,2.7,2016-2017,Elementary,Boys,2016
Manipur,5.7,2016-2017,Elementary,Boys,2016
Meghalaya,5.8,2016-2017,Elementary,Boys,2016
Mizoram,5.4,2016-2017,Elementary,Boys,2016
Nagaland,3.9,2016-2017,Elementary,Boys,2016
Odisha,1.9,2016-2017,Elementary,Boys,2016
Puducherry,1.7,2016-2017,Elementary,Boys,2016
Punjab,2.1,2016-2017,Elementary,Boys,2016
Rajasthan,1.4,2016-2017,Elementary,Boys,2016
Sikkim,1.7,2016-2017,Elementary,Boys,2016
Tamil Nadu,5.4,2016-2017,Elementary,Boys,2016
Telangana,0.7,2016-2017,Elementary,Boys,2016
Tripura,2.7,2016-2017,Elementary,Boys,2016
Uttar Pradesh,5.3,2016-2017,Elementary,Boys,2016
Uttarakhand,2.9,2016-2017,Elementary,Boys,2016
West Bengal,1.7,2016-2017,Elementary,Boys,2016
All India,4.1,2016-2017,Elementary,Boys,2016
Andaman and Nicobar Islands,5.4,2016-2017,Elementary,Girls,2016
Andhra Pradesh,1.3,2016-2017,Elementary,Girls,2016
Arunachal Pradesh,3.6,2016-2017,Elementary,Girls,2016
Assam,1.5,2016-2017,Elementary,Girls,2016
Bihar,1.2,2016-2017,Elementary,Girls,2016
Chandigarh,0.5,2016-2017,Elementary,Girls,2016
Chhattisgarh,5.2,2016-2017,Elementary,Girls,2016
Dadra and Nagar Haveli,4.5,2016-2017,Elementary,Girls,2016
Daman and Diu,3.5,2016-2017,Elementary,Girls,2016
Delhi,0.5,2016-2017,Elementary,Girls,2016
Goa,3.5,2016-2017,Elementary,Girls,2016
Gujarat,4.0,2016-2017,Elementary,Girls,2016
Haryana,4.2,2016-2017,Elementary,Girls,2016
Himachal Pradesh,3.3,2016-2017,Elementary,Girls,2016
Jammu and Kashmir,4.8,2016-2017,Elementary,Girls,2016
Jharkhand,0.1,2016-2017,Elementary,Girls,2016
Karnataka,2.0,2016-2017,Elementary,Girls,2016
Kerala,2.5,2016-2017,Elementary,Girls,2016
Ladakh,4.8,2016-2017,Elementary,Girls,2016
Lakshadweep,0.3,2016-2017,Elementary,Girls,2016
Madhya Pradesh,5.9,2016-2017,Elementary,Girls,2016
Maharashtra,4.3,2016-2017,Elementary,Girls,2016
Manipur,1.3,2016-2017,Elementary,Girls,2016
Meghalaya,2.6,2016-2017,Elementary,Girls,2016
Mizoram,4.3,2016-2017,Elementary,Girls,2016
Nagaland,4.3,2016-2017,Elementary,Girls,2016
Odisha,5.3,2016-2017,Elementary,Girls,2016
Puducherry,2.3,2016-2017,Elementary,Girls,2016
Punjab,3.7,2016-2017,Elementary,Girls,2016
Rajasthan,2.9,2016-2017,Elementary,Girls,2016
Sikkim,3.5,2016-2017,Elementary,Girls,2016
Tamil Nadu,3.3,2016-2017,Elementary,Girls,2016
Telangana,0.5,2016-2017,Elementary,Girls,2016
Tripura,1.5,2016-2017,Elementary,Girls,2016
Uttar Pradesh,0.6,2016-2017,Elementary,Girls,2016
Uttarakhand,0.9,2016-2017,Elementary,Girls,2016
West Bengal,5.2,2016-2017,Elementary,Girls,2016
All India,5.3,2016-2017,Elementary,Girls,2016
Andaman and Nicobar Islands,15.2,2016-2017,Secondary,Boys,2016
Andhra Pradesh,18.7,2016-2017,Secondary,Boys,2016
Arunachal Pradesh,15.9,2016-2017,Secondary,Boys,2016
Assam,7.8,2016-2017,Secondary,Boys,2016
Bihar,7.7,2016-2017,Secondary,Boys,2016
Chandigarh,12.3,2016-2017,Secondary,Boys,2016
Chhattisgarh,12.5,2016-2017,Secondary,Boys,2016
Dadra and Nagar Haveli,17.2,2016-2017,Secondary,Boys,2016
Daman and Diu,9.4,2016-2017,Secondary,Boys,2016
Delhi,10.8,2016-2017,Secondary,Boys,2016
Goa,11.1,2016-2017,Secondary,Boys,2016
Gujarat,14.7,2016-2017,Secondary,Boys,2016
Haryana,16.4,2016-2017,Secondary,Boys,2016
Himachal Pradesh,11.1,2016-2017,Secondary,Boys,2016
Jammu and Kashmir,18.3,2016-2017,Secondary,Boys,2016
Jharkhand,14.7,2016-2017,Secondary,Boys,2016
Karnataka,10.4,2016-2017,Secondary,Boys,2016
Kerala,9.9,2016-2017,Secondary,Boys,2016
Ladakh,18.3,2016-2017,Secondary,Boys,2016
Lakshadweep,10.7,2016-2017,Secondary,Boys,2016
Madhya Pradesh,14.6,2016-2017,Secondary,Boys,2016
Maharashtra,10.9,2016-2017,Secondary,Boys,2016
Manipur,8.3,2016-2017,Secondary,Boys,2016
Meghalaya,17.6,2016-2017,Secondary,Boys,2016
Mizoram,14.3,2016-2017,Secondary,Boys,2016
Nagaland,9.4,2016-2017,Secondary,Boys,2016
Odisha,17.5,2016-2017,Secondary,Boys,2016
Puducherry,11.7,2016-2017,Secondary,Boys,2016
Punjab,12.0,2016-2017,Secondary,Boys,2016
Rajasthan,18.6,2016-2017,Secondary,Boys,2016
Sikkim,15.5,2016-2017,Secondary,Boys,2016
Tamil Nadu,13.5,2016-2017,Secondary,Boys,2016
Telangana,9.6,2016-2017,Secondary,Boys,2016
Tripura,15.3,2016-2017,Secondary,Boys,2016
Uttar Pradesh,17.8,2016-2017,Secondary,Boys,2016
Uttarakhand,9.5,2016-2017,Secondary,Boys,2016
West Bengal,12.4,2016-2017,Secondary,Boys,2016
All India,10.1,2016-2017,Secondary,Boys,2016
Andaman and Nicobar Islands,11.1,2016-2017,Secondary,Girls,2016
Andhra Pradesh,13.8,2016-2017,Secondary,Girls,2016
Arunachal Pradesh,15.0,2016-2017,Secondary,Girls,2016
Assam,17.7,2016-2017,Secondary,Girls,2016
Bihar,14.0,2016-2017,Secondary,Girls,2016
Chandigarh,10.6,2016-2017,Secondary,Girls,2016
Chhattisgarh,14.0,2016-2017,Secondary,Girls,2016
Dadra and Nagar Haveli,11.5,2016-2017,Secondary,Girls,2016
Daman and Diu,14.3,2016-2017,Secondary,Girls,2016
Delhi,10.4,2016-2017,Secondary,Girls,2016
Goa,13.3,2016-2017,Secondary,Girls,2016
Gujarat,9.8,2016-2017,Secondary,Girls,2016
Haryana,16.3,2016-2017,Secondary,Girls,2016
Himachal Pradesh,11.7,2016-2017,Secondary,Girls,2016
Jammu and Kashmir,12.7,2016-2017,Secondary,Girls,2016
Jharkhand,15.3,2016-2017,Secondary,Girls,2016
Karnataka,9.1,2016-2017,Secondary,Girls,2016
Kerala,8.0,2016-2017,Secondary,Girls,2016
Ladakh,10.8,2016-2017,Secondary,Girls,2016
Lakshadweep,14.2,2016-2017,Secondary,Girls,2016
Madhya Pradesh,14.5,2016-2017,Secondary,Girls,2016
Maharashtra,15.1,2016-2017,Secondary,Girls,2016
Manipur,16.6,2016-2017,Secondary,Girls,2016
Meghalaya,11.8,2016-2017,Secondary,Girls,2016
Mizoram,9.2,2016-2017,Secondary,Girls,2016
Nagaland,15.1,2016-2017,Secondary,Girls,2016
Odisha,12.7,2016-2017,Secondary,Girls,2016
Puducherry,10.3,2016-2017,Secondary,Girls,2016
Punjab,10.8,2016-2017,Secondary,Girls,2016
Rajasthan,11.2,2016-2017,Secondary,Girls,2016
Sikkim,11.5,2016-2017,Secondary,Girls,2016
Tamil Nadu,13.8,2016-2017,Secondary,Girls,2016
Telangana,17.8,2016-2017,Secondary,Girls,2016
Tripura,10.8,2016-2017,Secondary,Girls,2016
Uttar Pradesh,12.1,2016-2017,Secondary,Girls,2016
Uttarakhand,11.0,2016-2017,Secondary,Girls,2016
West Bengal,14.7,2016-2017,Secondary,Girls,2016
All India,8.0,2016-2017,Secondary,Girls,2016
Andaman and Nicobar Islands,0.6,2017-2018,Elementary,Boys,2017
Andhra Pradesh,6.2,2017-2018,Elementary,Boys,2017
Arunachal Pradesh,0.2,2017-2018,Elementary,Boys,2017
Assam,5.6,2017-2018,Elementary,Boys,2017
Bihar,4.0,2017-2018,Elementary,Boys,2017
Chandigarh,2.5,2017-2018,Elementary,Boys,2017
Chhattisgarh,3.5,2017-2018,Elementary,Boys,2017
Dadra and Nagar Haveli,5.2,2017-2018,Elementary,Boys,2017
Daman and Diu,3.4,2017-2018,Elementary,Boys,2017
Delhi,2.5,2017-2018,Elementary,Boys,2017
Goa,2.0,2017-2018,Elementary,Boys,2017
Gujarat,1.3,2017-2018,Elementary,Boys,2017
Haryana,4.4,2017-2018,Elementary,Boys,2017
Himachal Pradesh,3.9,2017-2018,Elementary,Boys,2017
Jammu and Kashmir,0.5,2017-2018,Elementary,Boys,2017
Jharkhand,4.0,2017-2018,Elementary,Boys,2017
Karnataka,2.9,2017-2018,Elementary,Boys,2017
Kerala,3.1,2017-2018,Elementary,Boys,2017
Ladakh,2.7,2017-2018,Elementary,Boys,2017
Lakshadweep,1.2,2017-2018,Elementary,Boys,2017
Madhya Pradesh,4.8,2017-2018,Elementary,Boys,2017
Maharashtra,1.1,2017-2018,Elementary,Boys,2017
Manipur,4.7,2017-2018,Elementary,Boys,2017
Meghalaya,2.0,2017-2018,Elementary,Boys,2017
Mizoram,2.0,2017-2018,Elementary,Boys,2017
Nagaland,2.3,2017-2018,Elementary,Boys,2017
Odisha,6.2,2017-2018,Elementary,Boys,2017
Puducherry,3.9,2017-2018,Elementary,Boys,2017
Punjab,0.7,2017-2018,Elementary,Boys,2017
Rajasthan,2.6,2017-2018,Elementary,Boys,2017
Sikkim,0.8,2017-2018,Elementary,Boys,2017
Tamil Nadu,2.3,2017-2018,Elementary,Boys,2017
Telangana,2.5,2017-2018,Elementary,Boys,2017
Tripura,1.6,2017-2018,Elementary,Boys,2017
Uttar Pradesh,1.8,2017-2018,Elementary,Boys,2017
Uttarakhand,0.7,2017-2018,Elementary,Boys,2017
West Bengal,1.9,2017-2018,Elementary,Boys,2017
All India,1.9,2017-2018,Elementary,Boys,2017
Andaman and Nicobar Islands,2.1,2017-2018,Elementary,Girls,2017
Andhra Pradesh,2.8,2017-2018,Elementary,Girls,2017
Arunachal Pradesh,2.1,2017-2018,Elementary,Girls,2017
Assam,3.1,2017-2018,Elementary,Girls,2017
Bihar,5.2,2017-2018,Elementary,Girls,2017
Chandigarh,3.1,2017-2018,Elementary,Girls,2017
Chhattisgarh,1.6,2017-2018,Elementary,Girls,2017
Dadra and Nagar Haveli,0.6,2017-2018,Elementary,Girls,2017
Daman and Diu,4.9,2017-2018,Elementary,Girls,2017
Delhi,5.9,2017-2018,Elementary,Girls,2017
Goa,5.7,2017-2018,Elementary,Girls,2017
Gujarat,1.2,2017-2018,Elementary,Girls,2017
Haryana,2.8,2017-2018,Elementary,Girls,2017
Himachal Pradesh,4.8,2017-2018,Elementary,Girls,2017
Jammu and Kashmir,3.0,2017-2018,Elementary,Girls,2017
Jharkhand,1.5,2017-2018,Elementary,Girls,2017
Karnataka,4.7,2017-2018,Elementary,Girls,2017
Kerala,2.9,2017-2018,Elementary,Girls,2017
Ladakh,2.7,2017-2018,Elementary,Girls,2017
Lakshadweep,0.1,2017-2018,Elementary,Girls,2017
Madhya Pradesh,0.5,2017-2018,Elementary,Girls,2017
Maharashtra,0.7,2017-2018,Elementary,Girls,2017
Manipur,0.3,2017-2018,Elementary,Girls,2017
Meghalaya,5.5,2017-2018,Elementary,Girls,2017
Mizoram,3.0,2017-2018,Elementary,Girls,2017
Nagaland,1.0,2017-2018,Elementary,Girls,2017
Odisha,1.9,2017-2018,Elementary,Girls,2017
Puducherry,3.6,2017-2018,Elementary,Girls,2017
Punjab,1.0,2017-2018,Elementary,Girls,2017
Rajasthan,0.0,2017-2018,Elementary,Girls,2017
Sikkim,4.2,2017-2018,Elementary,Girls,2017
Tamil Nadu,4.5,2017-2018,Elementary,Girls,2017
Telangana,2.7,2017-2018,Elementary,Girls,2017
Tripura,2.9,2017-2018,Elementary,Girls,2017
Uttar Pradesh,3.4,2017-2018,Elementary,Girls,2017
Uttarakhand,3.7,2017-2018,Elementary,Girls,2017
West Bengal,4.2,2017-2018,Elementary,Girls,2017
All India,4.1,2017-2018,Elementary,Girls,2017
Andaman and Nicobar Islands,17.5,2017-2018,Secondary,Boys,2017
Andhra Pradesh,19.8,2017-2018,Secondary,Boys,2017
Arunachal Pradesh,16.3,2017-2018,Secondary,Boys,2017
Assam,17.6,2017-2018,Secondary,Boys,2017
Bihar,15.3,2017-2018,Secondary,Boys,2017
Chandigarh,15.8,2017-2018,Secondary,Boys,2017
Chhattisgarh,8.1,2017-2018,Secondary,Boys,2017
Dadra and Nagar Haveli,13.2,2017-2018,Secondary,Boys,2017
Daman and Diu,17.6,2017-2018,Secondary,Boys,2017
Delhi,16.3,2017-2018,Secondary,Boys,2017
Goa,18.4,2017-2018,Secondary,Boys,2017
Gujarat,11.9,2017-2018,Secondary,Boys,2017
Haryana,11.9,2017-2018,Secondary,Boys,2017
Himachal Pradesh,8.5,2017-2018,Secondary,Boys,2017
Jammu and Kashmir,16.4,2017-2018,Secondary,Boys,2017
Jharkhand,11.4,2017-2018,Secondary,Boys,2017
Karnataka,10.9,2017-2018,Secondary,Boys,2017
Kerala,11.8,2017-2018,Secondary,Boys,2017
Ladakh,18.1,2017-2018,Secondary,Boys,2017
Lakshadweep,15.1,2017-2018,Secondary,Boys,2017
Madhya Pradesh,20.0,2017-2018,Secondary,Boys,2017
Maharashtra,12.3,2017-2018,Secondary,Boys,2017
Manipur,14.4,2017-2018,Secondary,Boys,2017
Meghalaya,13.0,2017-2018,Secondary,Boys,2017
Mizoram,16.0,2017-2018,Secondary,Boys,2017
Nagaland,18.1,2017-2018,Secondary,Boys,2017
Odisha,8.4,2017-2018,Secondary,Boys,2017
Puducherry,7.9,2017-2018,Secondary,Boys,2017
Punjab,13.6,2017-2018,Secondary,Boys,2017
Rajasthan,10.9,2017-2018,Secondary,Boys,2017
Sikkim,19.3,2017-2018,Secondary,Boys,2017
Tamil Nadu,13.5,2017-2018,Secondary,Boys,2017
Telangana,13.1,2017-2018,Secondary,Boys,2017
Tripura,10.2,2017-2018,Secondary,Boys,2017
Uttar Pradesh,17.5,2017-2018,Secondary,Boys,2017
Uttarakhand,9.0,2017-2018,Secondary,Boys,2017
West Bengal,17.1,2017-2018,Secondary,Boys,2017
All India,16.3,2017-2018,Secondary,Boys,2017
Andaman and Nicobar Islands,8.5,2017-2018,Secondary,Girls,2017
Andhra Pradesh,8.9,2017-2018,Secondary,Girls,2017
Arunachal Pradesh,8.4,2017-2018,Secondary,Girls,2017
Assam,17.0,2017-2018,Secondary,Girls,2017
Bihar,16.4,2017-2018,Secondary,Girls,2017
Chandigarh,15.0,2017-2018,Secondary,Girls,2017
Chhattisgarh,14.7,2017-2018,Secondary,Girls,2017
Dadra and Nagar Haveli,9.5,2017-2018,Secondary,Girls,2017
Daman and Diu,12.0,2017-2018,Secondary,Girls,2017
Delhi,14.3,2017-2018,Secondary,Girls,2017
Goa,14.1,2017-2018,Secondary,Girls,2017
Gujarat,11.1,2017-2018,Secondary,Girls,2017
Haryana,16.5,2017-2018,Secondary,Girls,2017
Himachal Pradesh,9.3,2017-2018,Secondary,Girls,2017
Jammu and Kashmir,9.7,2017-2018,Secondary,Girls,2017
Jharkhand,7.6,2017-2018,Secondary,Girls,2017
Karnataka,10.6,2017-2018,Secondary,Girls,2017
Kerala,12.5,2017-2018,Secondary,Girls,2017
Ladakh,10.6,2017-2018,Secondary,Girls,2017
Lakshadweep,9.4,2017-2018,Secondary,Girls,2017
Madhya Pradesh,9.2,2017-2018,Secondary,Girls,2017
Maharashtra,9.4,2017-2018,Secondary,Girls,2017
Manipur,15.4,2017-2018,Secondary,Girls,2017
Meghalaya,14.5,2017-2018,Secondary,Girls,2017
Mizoram,16.2,2017-2018,Secondary,Girls,2017
Nagaland,12.1,2017-2018,Secondary,Girls,2017
Odisha,6.8,2017-2018,Secondary,Girls,2017
Puducherry,16.3,2017-2018,Secondary,Girls,2017
Punjab,9.0,2017-2018,Secondary,Girls,2017
Rajasthan,13.8,2017-2018,Secondary,Girls,2017
Sikkim,16.3,2017-2018,Secondary,Girls,2017
Tamil Nadu,8.4,2017-2018,Secondary,Girls,2017
Telangana,17.6,2017-2018,Secondary,Girls,2017
Tripura,10.5,2017-2018,Secondary,Girls,2017
Uttar Pradesh,14.5,2017-2018,Secondary,Girls,2017
Uttarakhand,10.8,2017-2018,Secondary,Girls,2017
West Bengal,12.4,2017-2018,Secondary,Girls,2017
All India,16.8,2017-2018,Secondary,Girls,2017
Andaman and Nicobar Islands,0.9,2018-2019,Elementary,Boys,2018
Andhra Pradesh,2.5,2018-2019,Elementary,Boys,2018
Arunachal Pradesh,1.4,2018-2019,Elementary,Boys,2018
Assam,1.2,2018-2019,Elementary,Boys,2018
Bihar,5.4,2018-2019,Elementary,Boys,2018
Chandigarh,0.2,2018-2019,Elementary,Boys,2018
Chhattisgarh,4.1,2018-2019,Elementary,Boys,2018
Dadra and Nagar Haveli,4.5,2018-2019,Elementary,Boys,2018
Daman and Diu,5.0,2018-2019,Elementary,Boys,2018
Delhi,0.4,2018-2019,Elementary,Boys,2018
Goa,3.9,2018-2019,Elementary,Boys,2018
Gujarat,4.0,2018-2019,Elementary,Boys,2018
Haryana,2.6,2018-2019,Elementary,Boys,2018
Himachal Pradesh,4.9,2018-2019,Elementary,Boys,2018
Jammu and Kashmir,2.0,2018-2019,Elementary,Boys,2018
Jharkhand,3.3,2018-2019,Elementary,Boys,2018
Karnataka,1.0,2018-2019,Elementary,Boys,2018
Kerala,0.4,2018-2019,Elementary,Boys,2018
Ladakh,3.2,2018-2019,Elementary,Boys,2018
Lakshadweep,0.2,2018-2019,Elementary,Boys,2018
Madhya Pradesh,1.2,2018-2019,Elementary,Boys,2018
Maharashtra,2.4,2018-2019,Elementary,Boys,2018
Manipur,5.3,2018-2019,Elementary,Boys,2018
Meghalaya,3.9,2018-2019,Elementary,Boys,2018
Mizoram,2.7,2018-2019,Elementary,Boys,2018
Nagaland,2.6,2018-2019,Elementary,Boys,2018
Odisha,2.3,2018-2019,Elementary,Boys,2018
Puducherry,3.3,2018-2019,Elementary,Boys,2018
Punjab,1.7,2018-2019,Elementary,Boys,2018
Rajasthan,2.0,2018-2019,Elementary,Boys,2018
Sikkim,0.2,2018-2019,Elementary,Boys,2018
Tamil Nadu,2.4,2018-2019,Elementary,Boys,2018
Telangana,0.4,2018-2019,Elementary,Boys,2018
Tripura,1.6,2018-2019,Elementary,Boys,2018
Uttar Pradesh,4.6,2018-2019,Elementary,Boys,2018
Uttarakhand,0.1,2018-2019,Elementary,Boys,2018
West Bengal,2.2,2018-2019,Elementary,Boys,2018
All India,1.1,2018-2019,Elementary,Boys,2018
Andaman and Nicobar Islands,0.0,2018-2019,Elementary,Girls,2018
Andhra Pradesh,5.6,2018-2019,Elementary,Girls,2018
Arunachal Pradesh,4.3,2018-2019,Elementary,Girls,2018
Assam,1.6,2018-2019,Elementary,Girls,2018
Bihar,4.6,2018-2019,Elementary,Girls,2018
Chandigarh,0.5,2018-2019,Elementary,Girls,2018
Chhattisgarh,1.8,2018-2019,Elementary,Girls,2018
Dadra and Nagar Haveli,5.7,2018-2019,Elementary,Girls,2018
Daman and Diu,2.8,2018-2019,Elementary,Girls,2018
Delhi,4.3,2018-2019,Elementary,Girls,2018
Goa,3.3,2018-2019,Elementary,Girls,2018
Gujarat,1.9,2018-2019,Elementary,Girls,2018
Haryana,2.9,2018-2019,Elementary,Girls,2018
Himachal Pradesh,1.8,2018-2019,Elementary,Girls,2018
Jammu and Kashmir,2.2,2018-2019,Elementary,Girls,2018
Jharkhand,0.5,2018-2019,Elementary,Girls,2018
Karnataka,0.7,2018-2019,Elementary,Girls,2018
Kerala,1.2,2018-2019,Elementary,Girls,2018
Ladakh,3.5,2018-2019,Elementary,Girls,2018
Lakshadweep,4.8,2018-2019,Elementary,Girls,2018
Madhya Pradesh,0.1,2018-2019,Elementary,Girls,2018
Maharashtra,5.4,2018-2019,Elementary,Girls,2018
Manipur,4.3,2018-2019,Elementary,Girls,2018
Meghalaya,4.1,2018-2019,Elementary,Girls,2018
Mizoram,2.0,2018-2019,Elementary,Girls,2018
Nagaland,2.7,2018-2019,Elementary,Girls,2018
Odisha,0.9,2018-2019,Elementary,Girls,2018
Puducherry,2.8,2018-2019,Elementary,Girls,2018
Punjab,0.6,2018-2019,Elementary,Girls,2018
Rajasthan,2.6,2018-2019,Elementary,Girls,2018
Sikkim,4.4,2018-2019,Elementary,Girls,2018
Tamil Nadu,2.2,2018-2019,Elementary,Girls,2018
Telangana,5.6,2018-2019,Elementary,Girls,2018
Tripura,0.3,2018-2019,Elementary,Girls,2018
Uttar Pradesh,1.8,2018-2019,Elementary,Girls,2018
Uttarakhand,1.2,2018-2019,Elementary,Girls,2018
West Bengal,5.1,2018-2019,Elementary,Girls,2018
All India,5.5,2018-2019,Elementary,Girls,2018
Andaman and Nicobar Islands,13.3,2018-2019,Secondary,Boys,2018
Andhra Pradesh,13.7,2018-2019,Secondary,Boys,2018
Arunachal Pradesh,9.5,2018-2019,Secondary,Boys,2018
Assam,7.3,2018-2019,Secondary,Boys,2018
Bihar,13.3,2018-2019,Secondary,Boys,2018
Chandigarh,9.6,2018-2019,Secondary,Boys,2018
Chhattisgarh,10.5,2018-2019,Secondary,Boys,2018
Dadra and Nagar Haveli,9.8,2018-2019,Secondary,Boys,2018
Daman and Diu,13.2,2018-2019,Secondary,Boys,2018
Delhi,15.6,2018-2019,Secondary,Boys,2018
Goa,18.8,2018-2019,Secondary,Boys,2018
Gujarat,15.1,2018-2019,Secondary,Boys,2018
Haryana,17.2,2018-2019,Secondary,Boys,2018
Himachal Pradesh,8.7,2018-2019,Secondary,Boys,2018
Jammu and Kashmir,9.5,2018-2019,Secondary,Boys,2018
Jharkhand,12.3,2018-2019,Secondary,Boys,2018
Karnataka,9.3,2018-2019,Secondary,Boys,2018
Kerala,7.3,2018-2019,Secondary,Boys,2018
Ladakh,8.0,2018-2019,Secondary,Boys,2018
Lakshadweep,11.6,2018-2019,Secondary,Boys,2018
Madhya Pradesh,11.5,2018-2019,Secondary,Boys,2018
Maharashtra,9.1,2018-2019,Secondary,Boys,2018
Manipur,19.1,2018-2019,Secondary,Boys,2018
Meghalaya,14.5,2018-2019,Secondary,Boys,2018
Mizoram,16.1,2018-2019,Secondary,Boys,2018
Nagaland,18.1,2018-2019,Secondary,Boys,2018
Odisha,9.8,2018-2019,Secondary,Boys,2018
Puducherry,13.4,2018-2019,Secondary,Boys,2018
Punjab,12.2,2018-2019,Secondary,Boys,2018
Rajasthan,11.4,2018-2019,Secondary,Boys,2018
Sikkim,12.9,2018-2019,Secondary,Boys,2018
Tamil Nadu,15.8,2018-2019,Secondary,Boys,2018
Telangana,9.0,2018-2019,Secondary,Boys,2018
Tripura,17.5,2018-2019,Secondary,Boys,2018
Uttar Pradesh,13.6,2018-2019,Secondary,Boys,2018
Uttarakhand,10.6,2018-2019,Secondary,Boys,2018
West Bengal,13.8,2018-2019,Secondary,Boys,2018
All India,12.6,2018-2019,Secondary,Boys,2018
